,Fuel Type Code,Station Name,Street Address,City,State,ZIP,Latitude,Longitude
26414,ELEC,Salinas Super 8,131 Kern ST,Salinas,CA,93905,36.6784847,-121.6407938
26415,ELEC,Best Western Plus Coalinga Inn,1786 Jayne Avenue,Coalinga,CA,93210,36.1361379,-120.3320423
26416,ELEC,City of Soledad,248 Main Street,Soledad,CA,93960,36.4283071,-121.3272433
26417,ELEC,Monterey Plaza Hotel & Spa,400 Cannery Row,Monterey,CA,93940,36.612319,-121.8980432
26418,ELEC,Lone Oak Lodge,2221 N. Fremont Street,Monterey,CA,93940,36.5974231,-121.8583144
26419,ELEC,Del Monte Shopping Center,1410 Del Monte Center,Monterey,CA,93940,36.584857424244,-121.89809648122
26420,ELEC,Community Hospital of the Monterey Peninsula,23625 Holman Highway,Monterey,CA,93942,36.5787155,-121.9131935
26427,ELEC,"Walgreens - Indio, CA #9080",80925 US Highway 111,Indio,CA,92201,33.7068299,-116.252001
26429,ELEC,Kaiser Pasadena Walnut,393 East Walnut Street,Pasadena,CA,91188,34.1504,-118.142228
26430,ELEC,Hotel Constance Pasadena,928 E Colorado Blvd.,Pasadena,CA,91106,34.1455591,-118.1310515
26431,ELEC,Pasadena Towers,55 South Lake Avenue,Pasadena,CA,91101,34.1449613,-118.1330977
26432,ELEC,Kaiser Panorama City,13652 Cantara Street,Panorama City,CA,91402,34.2187902,-118.4300562
26433,ELEC,550 North Brand,550 North Brand Blvd.,Glendale,CA,91203,34.1541217,-118.2544909
26434,ELEC,Kaiser Baldwin Park,1011 North Baldwin Park Boulevard,Baldwin Park,CA,91706,34.0655016,-117.9864524
26435,ELEC,Serenity @ NoHO,11055 Cumpston Street,Los Angeles,CA,91601,34.1702579,-118.372144
26436,ELEC,Green Cube Charge Station #1,609 Science Drive,Moorpark,CA,93021,34.283423,-118.8672867
26437,ELEC,OG 4473 West Hills CA,6501 Fallbrook Avenue,West Hills,CA,91307,34.1882304,-118.6236876
26438,ELEC,Peterson Automotive Museum,6060 Wilshire Boulevard,Los Angeles,CA,90036,34.0617496,-118.3613525
26439,ELEC,Dunkin Donuts - YL,4858 Valley View Avenue,Yorba Linda,CA,92886,33.889445,-117.828654
26440,ELEC,Kaiser La Habra MOB,601 East Imperial Highway,La Habra,CA,90631,33.918151,-117.938302
26441,ELEC,Kaiser Permenente - West LA Medical Center,6041 Cadillac Avenue,Los Angeles,CA,90034,34.0383466,-118.3759001
26442,ELEC,11999 San Vicente Blvd,11999 San Vicente Blvd,Los Angeles,CA,90049,34.052656,-118.472812
26443,ELEC,Main Location,11390 W Olympic Blvd.,Los Angeles,CA,90064,34.036977,-118.4426047
26444,ELEC,The Riviera Tennis Club,1250 Capri Drive,Pacific Palisades,CA,90272,34.0497944,-118.5013378
26446,ELEC,Anaheim Palms Corporate Center,2441 West La Palma Avenue,Anaheim,CA,92801,33.848301058994,-117.96910735428
26447,ELEC,Kaiser Murietta Medical Offices,28150 Keller Rd,Murrieta,CA,92562,33.6304686,-117.1693063
26448,ELEC,Centerpointe La Palma,"8 Centerpointe Drive, Ext. Parking Structure",La Palma,CA,90623,33.8601153,-118.0295388
26449,ELEC,"Shores, LLC.",4201 VÃ­a Marina,Marina del Rey,CA,90292,33.9784671,-118.4595994
26450,ELEC,5200 W Century Blvd.,5200 W Century Blvd.,Los Angeles,CA,90045,33.944837422514,-118.3705830574
26451,ELEC,Chapman University - Chapman Grand,915 East Katella Avenue,Anaheim,CA,92805,33.8042663,-117.8968879
26452,ELEC,Best Western Plus Stovall's Inn,1110 W. Katella Ave.,Anaheim,CA,92802,33.8023136,-117.924843
26453,ELEC,Best Western Plus Pavilions,1176 W. Katella Avenue,Anaheim,CA,92802,33.802962,-117.9276298
26454,ELEC,Toyota Technical Center,1630 W. 186th Street,Gardena,CA,90248,33.861163,-118.306516
26455,ELEC,Centerstone Plaza,4010 Barranca Parkway,Irvine,CA,92604,33.6825175,-117.808359
26456,ELEC,Century Centre Towers,2631 Main Street,Irvine,CA,92614,33.6824098,-117.8430389
26457,ELEC,Kaiser Irvine Medical Center,6640 Alton Parkway,Irvine,CA,92618,33.6584519,-117.7744628
26458,ELEC,Kaiser Vermont Structure,25 South Vermont Ave,Harbor City,CA,90710,33.7867693,-118.296708
26459,ELEC,4100 Newport Place,4100 Newport Place Drive,Newport Beach,CA,92660,33.6632084,-117.8653918
26460,ELEC,Hoag Health Center Huntington Beach,19582 Beach Blvd,Huntington Beach,CA,92648,33.678095,-117.987419
26461,ELEC,Hoag Health Center Newport Beach  Parking Structure A,540 Superior Avenue,Newport Beach,CA,92663,33.62951,-117.928144
26462,ELEC,"Walgreens - Vista, CA #9389",310 Sycamore Ave,Vista,CA,92083,33.168928,-117.21187
26463,ELEC,DMV San Marcos,590 Rancheros Drive,San Marcos,CA,92069,33.1406858,-117.1474015
26464,ELEC,"Walgreens - Poway, CA #12421",13390 Poway Rd,Poway,CA,92064,32.9566887,-117.0411735
26465,ELEC,Lomas Santa Fe Plaza,975 Lomas Santa Fe Drive,Solana Beach,CA,92075,32.994029859902,-117.25317511164
26466,ELEC,Solana Beach Towne Centre,685 San Rodolfo Drive,Solana Beach,CA,92075,32.994335061006,-117.25780306931
26467,ELEC,SBCC,380 Stevens Avenue,Solana Beach,CA,92075,32.9915409,-117.2611211
26468,ELEC,PHR Village,5950 Village Way,San Diego,CA,92130,32.9616711,-117.1898976
26469,ELEC,Cathedral Catholic High School,5555 Del Mar Heights Road,San Diego,CA,92130,32.959656,-117.201469
26472,ELEC,Paseo Del Mar 1,12255 El Camino Real,San Diego,CA,92130,32.9394268,-117.2399178
26473,ELEC,Torrey Reserve North B,11720 El Camino Real,San Diego,CA,92130,32.9301152,-117.2378948
26474,ELEC,Torrey Reserve A,11582 El Camino Real,San Diego,CA,92130,32.927196015786,-117.23685423544
26475,ELEC,Torrey Reserve B,11455 El Camino Real,San Diego,CA,92130,32.9270604,-117.2369389
26476,ELEC,Gateway at Torrey Hills,3588 Carmel Mountain Road,San Diego,CA,92130,32.9198255,-117.2329798
26477,ELEC,Torrey Point,3420 Carmel Mountain Road,San Diego,CA,92121,32.919753911301,-117.23803434711
26478,ELEC,"CSHV Torrey Reserve West, LLC",3396 Carmel Mountain Road,San Diego,CA,92121,32.9178452,-117.2364537
26479,ELEC,Parking Structure,11480 North Torrey Pines Road,La Jolla,CA,92037,32.9041197,-117.2446315
26480,ELEC,"Walgreens - El Cajon, CA #5844",215 N 2nd St,El Cajon,CA,92021,32.7968411,-116.9354882
26481,ELEC,"Walgreens - San Diego, CA #7176",8766 Navajo Rd,San Diego,CA,92119,32.803323,-117.008718
26482,ELEC,Kaiser San Diego MC - Clairemont Mesa,9455 Clairemont Mesa Boulevard,San Diego,CA,92123,32.8314027,-117.1246357
26483,ELEC,Kaiser San Diego Medical Center,4647 Zion Avenue,San Diego,CA,92120,32.7913395,-117.0951878
26484,ELEC,2835 Camino Del Rio S.,2835 Camino Del Rio S.,San Diego,CA,92108,32.769709,-117.132852
26487,ELEC,1111 6th Avenue,"1111 6th Avenue, Parking Basement",San Diego,CA,92101,32.717006,-117.15898
26488,ELEC,MTS Garage Lot #526,1255 Imperial Avenue,San Diego,CA,92101,32.7057287,-117.1532674
26489,ELEC,"Walgreens - Chula Vista, CA #2623",1111 Third Ave,Chula Vista,CA,91911,32.613528,-117.068816
26648,E85,West Hills Chevron & Car Wash,22756 Vanowen St,West Hills,CA,91307,34.193362,-118.622932
26649,LPG,West Hills Chevron & Car Wash,22756 Vanowen St,West Hills,CA,91307,34.193362,-118.622932
26652,ELEC,Fred Meyer Juneau,8181 Glacier Hwy,Juneau,AK,99801,58.359016,-134.559427
26657,ELEC,BISON RIDGE REC BISON RIDGE 2,13905 E 112th Ave,Commerce CIty,CO,80022,39.9009,-104.82522
26658,ELEC,SEHOME HS SEHOME HIGH #1,2700 Bill McDonald Pkwy,Bellingham,WA,98225,48.727512,-122.48124
26664,ELEC,Hyatt Place - Pena,6110 North Panasonic Way,Denver,CO,80249,39.8087177,-104.781494
26673,ELEC,"Walmart 1899 - Riverside, CA",6250 Valley Springs Parkway,Riverside,CA,92507,33.939719,-117.285598
26692,ELEC,SDCEA RIVERFRONT PARK,717 E Main St,Buena Vista,CO,81211,38.846827,-106.122436
26701,ELEC,C&C HONOLULU HONOLULU ZOO,155 Kapahulu Ave,Honolulu,HI,96815,21.271225,-157.82132
26702,ELEC,TRANS SERVICES DANA WEST,305 NE Spokane Street,Pullman,WA,99163,46.730066,-117.169086
26704,ELEC,SILVERTON HYATT STATION 3,8350 Dean Martin Dr,Las Vegas,NV,89139,36.03793,-115.182221
26706,ELEC,ALPINE BANK STATION 01,2375 Canyon Blvd,Boulder,CO,80302,40.017613,-105.263509
26714,ELEC,BMW Designworks USA,2201 Corporate Center Dr,Newbury Park,CA,91320,34.197266,-118.926263
26715,ELEC,Skyworks Solutions Building 887,2427 W Hillcrest Dr,Newbury Park,CA,91320,34.186923,-118.927456
26716,ELEC,Simi Valley Ford,2449 1st St,Simi Valley,CA,93065,34.279371,-118.779174
26717,ELEC,Simi Valley Dodge,2350 1st St,Simi Valley,CA,93065,34.277947,-118.77803
26718,ELEC,Simi Valley Chevrolet,1001 Cochran St,Simi Valley,CA,93065,34.279473,-118.779709
26719,ELEC,Grand Vista Hotel - Tesla Destination,999 Enchanted Way,Simi Valley,CA,93065,34.283594,-118.781459
26725,ELEC,Main Location,355 Eldorado Blvd.,Broomfield,CO,80021,39.923734,-105.122664
26735,E85,Propel Fuels - River Rd,1515 S River Rd,West Sacramento,CA,95691,38.569427,-121.521377
26738,ELEC,POND PATH 1715 A,1715 38th St,Boulder,CO,80301,40.016453,-105.24467
26744,ELEC,"Fred Meyer 457 - Bothell, WA",21045 Bothell Everett Hwy.,Bothell,WA,98021,47.80832,-122.20711
26751,ELEC,Target - Tesla Supercharger,8148 East Santa Ana Canyon Road,Anaheim,CA,92808,33.86675,-117.747716
26753,ELEC,Target - Tesla Supercharger,5769 Lone Tree Way,Antioch,CA,94531,37.963451,-121.737253
26759,ELEC,Ventana Big Sur - Tesla Supercharger,48123 Highway 1,Big Sur,CA,93920,36.226894,-121.761368
26766,ELEC,Target - Tesla Supercharger,1951 East 20th Street,Chico,CA,95928,39.726617,-121.802832
26768,ELEC,Target Superstore - Tesla Supercharger,2615 Tuscany Street,Corona,CA,92881,33.826525,-117.515537
26772,ELEC,Courtyard by Marriott Fairfield Napa Valley Area - Tesla Supercharger,1350 Holiday Lane,Fairfield,CA,94534,38.256618,-122.065062
26773,ELEC,Falcon Ridge Town Center - Tesla Supercharger,152234 Summit Avenue,Fontana,CA,92336,34.151104,-117.47141
26776,ELEC,Target - Tesla Supercharger,19661 Hesperian Boulevard,Hayward,CA,94541,37.667211,-122.120366
26779,ELEC,Incline Village Shopping Center - Tesla Supercharger,930 Tahoe Boulevard,Incline Village,NV,89451,39.250792,-119.948953
26783,ELEC,Tivoli Village - Tesla Supercharger,400 South Rampart Blvd.,Las Vegas,NV,89145,36.168464,-115.286807
26784,ELEC,The Linq Promenade - Tesla Supercharger,3545 South Las Vegas Boulevard,Las Vegas,NV,89109,36.116648,-115.168277
26785,ELEC,Tivoli Village - Tesla Supercharger,400 South Rampart Boulevard,Las Vegas,NV,89145,36.168822,-115.286631
26786,ELEC,Laytonville Supercharger - Tesla Supercharger,45020 N US Highway 101,Laytonville,CA,95454,39.689252,-123.483306
26789,ELEC,Whole Foods and the Park Malibu - Tesla Supercharger,23475 Civic Center Way,Malibu,CA,90265,34.037333,-118.686056
26796,ELEC,Great Mall - Tesla Supercharger,447 Great Mall Drive,Milpitas,CA,95035,37.413524,-121.898362
26799,ELEC,Lazy Dog Restaurant - Tesla Supercharger,3100 Newpark Mall,Newark,CA,94560,37.525919,-122.006513
26802,ELEC,Boku Superfood - Tesla Supercharger,987 West Ojai Avenue,Ojai,CA,93023,34.441909,-119.25908
26805,ELEC,City of Palm Springs Parking Garage - Tesla Supercharger,101 North Museum Drive,Palm Springs,CA,92262,33.82533,-116.547843
26807,ELEC,Hangtown Village Square - Tesla Supercharger,1216-1252 Broadway,Placerville,CA,95667,38.730424,-120.787998
26808,ELEC,Pleasanton Square Shopping Center - Tesla Supercharger,6000 Johnson Drive,Pleasanton,CA,94588,37.700246,-121.908226
26810,ELEC,The River Mall - Tesla Supercharger,71800 CA-111,Rancho Mirage,CA,92270,33.741478,-116.409777
26811,ELEC,Harbor Gate Shopping Center - Tesla Supercharger,2157 Meeker Avenue,Richmond,CA,94804,37.91989,-122.348601
26815,ELEC,Target - Tesla Supercharger,475 Rohnert Park Expressway,Rohnert Park,CA,94928,38.347624,-122.720957
26817,ELEC,Letterman Digital Arts Center - Tesla Supercharger,1 Letterman Drive,San Francisco,CA,94129,37.798185,-122.448715
26818,ELEC,Princeton Plaza - Tesla Supercharger,1375 Blossom Hill Road,San Jose,CA,95118,37.244614,-121.891112
26819,ELEC,Diablo Plaza - Tesla Supercharger,2415-2505 San Ramon Valley Boulevard,San Ramon,CA,94583,37.77486,-121.97985
